wordpilot_id	english	turkish_gloss_used	freedict_source_row	original_source_line
2370	cape	pelerin, kap	4626	pelerin, kap.
2371	edit	başkasının yazdığı bir yazıyı basılmak üzere hazırlamak, telif etmek	9759	başkasının yazdığı bir yazıyı basılmak üzere hazırlamak, telif etmek; düzeltmek, düzenlemek; bir gazetede mesül müdür olmak.
2372	enable	muktedir kılmak, kuvvet vermek	10078	muktedir kılmak, kuvvet vermek; yetki vermek, salâhiyet tanımak; imkân vermek, mümkün kılmak, kolaylaştırmak.
2373	hardware	madeni eşya, hırdavat	13890	madeni eşya, hırdavat; nalbur dükkânı; silâh; bilgisayar aksamı .
2374	invite	davet etmek, çağırmak	16361	davet etmek, çağırmak; cezbetmek, celbetmek; icrasını teklif etmek. invitingly  davetkar bir şekilde, cezbedici surette.
2375	involvement	bağlılık, ilgi, alaka	16371	bağlılık, ilgi, alaka; karıştırılma, sarılma.
2376	madrid	Madrid	18478	Madrid.
2377	partly	kısmen, kısmi, bir dereceye kadar	22278	kısmen, kısmi, bir dereceye kadar.
2378	racial	ırka mahsus, ırksal	25241	ırka mahsus, ırksal. racially  ırk bakımından, ırkça.
2379	regime	rejim, idare, usul, sistem, nizam	25854	(Fr.) rejim, idare, usul, sistem, nizam.
2380	shield	kalkan, siper	28288	kalkan, siper; koruyucu şey; hami: himaye, savunma, mudafaa; (ask.) top kalkanı; maden ocaklarında toprağın düşmesini engelleyici duvar; (hane.) kalkan;  korumak, muhafaza etmek; siper olmak, örtmek.
2381	summit	tepe, doruk, zirve, evç, en yüksek nokta veya derece	30883	tepe, doruk, zirve, evç, en yüksek nokta veya derece. summit meeting zirve konferansı.
2382	toy	oyuncak	32755	oyuncak; oyuncak gibi ufak şey, önemsiz şey;  eğlenmek, oynamak:  oyuncak gibi, küçük, ufak. toy shop oyuncakçı dükkânı.
2383	wisdom	akıl, akıllılık	36034	akıl, akıllılık; ilim, irfan; bilgelik, hikmet, dirayet; bilgece söz. wisdom tooth yirmi yaş dişi, akıl dişi.
2384	awkward	idaresi güç	2121	eli işe yakışmaz, sakar,  hantal, biçimsiz, yakışık almayan, münasebetsiz , kaba; idaresi güç. awkwardly  acemicesine.  awkwardness  beceriksizlik,  acemilik.
2385	candy	şeker, bonbon, şekerleme, çikolata	4540	şeker, bonbon, şekerleme, çikolata;  şekerleme yapmak; şerbet içinde kaynatmak; şekerleme haline getirmek. candy pull akide şekerine benzer bir şekerin yapılışı nedeniyle gençlerin toplanması.
2386	celebrity	meşhur bir kimse	5064	meşhur bir kimse;şöhret,ün.
2387	clay	kil, balçık, çamur toprak	5862	kil, balçık, çamur toprak; insan vücudunu meydana getiren hamur, insan vücudu. clayey, clayish  killi, kil gibi. clay pigeon kilden yapılmış ve havaya fırlatılan nişangâh. potter' clay çömlek çamuru.
2388	default	ihmal	8155	ihmal; mahkeme, maç v.b.'ne gelmekten kaçınma; hazır bulunmayış, yokluk. in default of payment ödenmediği takdirde.
2389	delhi	Delhi	8253	Delhi.
2390	dialogue	diyalog	8619	diyalog; karşılıklı konuşma ve tartışma; diyalog tarzında edebi eser.
2391	distinct	ayrı, farklı, başka	9084	ayrı, farklı, başka; bağımsız, müstakil; açık, vazıh, belli. distinctly  açıkça, vuzuhla; şüphesiz, muhakkak, kesin olarak. distinctness  vuzuh, açıklık, farkIıIık.
2392	eligible	seçilmeye lâyık, uygun, münasip, muvafık, elverişli	9934	seçilmeye lâyık, uygun, münasip, muvafık, elverişli; evlilik için uygun. eligibil'ity  seçilme niteliği, uygun oluş.
2393	fifty	elli	11481	elli;  elli rakamı (50, L) fifty-fifty  yarı yarıya.
2394	furniture	eşya, mefruşat, mobil ya, malzeme	12433	eşya, mefruşat, mobil ya, malzeme; (matb.) yazılar arasındaki boş lukları doldurmak için kullanılan madent parçalar
2395	intelligent	akıllı, zeki, anlayışlı	16098	akıllı, zeki, anlayışlı; kabiliyetli; maharetli, usta. intelligently  akıllıca, anlayışla.
2396	jet	siyah kehribar, kara kehribar, kara amber, Erzurum taşı	16668	siyah kehribar, kara kehribar, kara amber, Erzurum taşı; simsiyah renk;  simsiyah, kapkara. jet-black   koyu renk. jet glass simsiyah cam.
2397	overseas	denizaşırı	21796	denizaşırı.
2398	recover	yeniden döşemek	25671	yeniden döşemek; tekrar kapatmak; döşemesini yenilemek.
2399	relax	gevşetmek, biraz salıvermek	25914	gevşetmek, biraz salıvermek; zayıflatmak, yumuşatmak, hafifletmek; gevşemek, yumuşamak; dinlenmek, istirahat etmek, eğlenmek. relaxa'tion  dinlenme, gevşeyip istirahat etme.
2400	reliable	güvenilir, itimat edilir, muteber, emniyetli	25922	güvenilir, itimat edilir, muteber, emniyetli. reliability, reliableness  itimada lâyık olma. reliably  güvenilir surette.
2401	rely	güvenmek, itimat etmek	25939	( "on" ile) güvenmek, itimat etmek.
2402	remarkable	dikkate değer	25945	dikkate değer; tuhaf, garip; olağanüstü, harikulade. remarkableness  fevkaladelik. remarkably  dikkate lâyık derecede, çok.
2403	sole	taban, ayak veya ayakkabı tabanı	29243	taban, ayak veya ayakkabı tabanı;  ayakkabıya pençe vurmak. sole leather taban köselesi.
2404	alarm	tehlikeyi haber vermek	640	tehlikeyi haber vermek; birdenbire korkutmak. alarmist  etrafı telaşa veren kimse. alarmingly  korku verecek surette.
2405	galaxy	gökada, Sok büyük yllde kümesi	12529	(astr.) gökada, Sok büyük yllde kümesi; bh samanyolu; seçkin kimselerin toplantısı
2406	greece	Yunanistan	13361	Yunanistan .
2407	gulf	körfez	13559	körfez; uçurum;  yutmak. Gulf Stream Gulf Stream akıntısı.
2408	intent	dikkatli, gayretli	16109	dikkatli, gayretli; niyet etmiş. intently  dikkatle. intentness  sıkı dikkat.
2409	malaysia	Malezya	18605	Malezya.
2410	mature	kemale erdirmek, olgunlaştırmak	18992	kemale erdirmek, olgunlaştırmak; olmak, olgunlaşmak, kemale ermek; vadesi gelmek.
2411	netherlands	Hollanda, Felemenk	20591	Hollanda, Felemenk
2412	peaceful	rahat, asude, sakin	22427	rahat, asude, sakin; mulâyim, yumuşak başlı, uysal. peacefully  sükunetle, uysallıkla. peacefulness  sükunet, uysallık.
2413	photographer	fotoğrafçı	22998	fotoğrafçı.
2414	pump	bağsız ve hafif kadın ayakkabısı	24780	bağsız ve hafif kadın ayakkabısı.
2415	revenge	öç almak, intikam almak, hıncını çıkarmak	26271	öç almak, intikam almak, hıncını çıkarmak.
2416	specialist	mütehassıs, uzman	29545	mütehassıs, uzman. specialism  ihtisas, uzmanlık.
2417	tourism	turizm	32725	turizm; zevk için yapılan geziler.
2418	turkish	Türkçe	33357	Türkçe;  Türk; Türkçe. Turkish bath alaturka hamam. Turkish carpet Türk halısı. Turkish delight lokum, lâtilokum. Turkish pound Türk lirası. Turkish tobacco Türk tütünü. Turkish towel havlu.
2419	acceptable	kabul olunabilir, makbul be acceptable makbule geçmek	161	kabul olunabilir, makbul be acceptable makbule geçmek.
2420	chaos	keşmekeş, karışıklık, düzensizlik	5286	keşmekeş, karışıklık, düzensizlik; kaos.
2421	corps	kolordu, müfreze, kıta	7099	kolordu, müfreze, kıta; topluluk. corps de ballet bale topluluğu. diplomatic corps kordiplomatik.
2422	dawn	tan, fecir, sabah, şafak sökmesi, gün ağarması, gün doğması	7969	tan, fecir, sabah, şafak sökmesi, gün ağarması, gün doğması; zuhur, ilk görünüş;  görünmeye başlamak, aydınlanmak, intikal etmek. dawn on anlaşılmak, sezilmek. It davvned on me. Kafama dank etti.
2423	earnings	kazanç, kâr	9656	kazanç, kâr; maaş, gelir.
2424	frequent	sık sık gitmek, çok uğramak	12252	sık sık gitmek, çok uğramak.
2425	hilarious	gürültulü ve neseli, şen şatır	14438	gürültulü ve neseli, şen şatır. hilarity  neşe, kahkaha.
2426	mechanism	mekanizma, makina tertibatı, bir makinayı meydana getiren bütün kısımlar	19083	mekanizma, makina tertibatı, bir makinayı meydana getiren bütün kısımlar; işleyiş; teknik, üslup, yöntem; (fels.) mekanikçilik, mekanizm.
2427	moderate	ılımlı, mutedil	19784	ılımlı, mutedil; orta, ikisi ortası;  ılımlı kimse. moderately  mutedil olarak, ılımlı olarak; az çok. moderateness  ılımlılık.
2428	overcome	galip gelmek, alt etmek	21733	(-came, -come) galip gelmek, alt etmek; yenmek, hakkından gelmek; gidermek, çaresini bulmak. be over come (with) etkilenmek.
2429	quest	macera	25119	macera; arama, araştırma; tahkik, soruşturma, tetkik;  araştırmak; havlayarak av izini aramak (köpek)
2430	tokyo	Tokyo	32527	Tokyo.
2431	vessel	kap, tas, tekne	34981	kap, tas, tekne: tekne, gemi; (anat.) damar, kanal; alet. blood vessel kan damarı.
2432	wherever	her nereye, her nerede	35789	(bağlaç) her nereye, her nerede.
2433	acquisition	kazanılan şey, iktisap	261	kazanılan şey, iktisap; kütüphaneye yeni gelen kitap; müzeye yeni gelen eşya.
2434	announce	bildirmek, beyan etmek, haber vermek, ilân etmek	1077	bildirmek, beyan etmek, haber vermek, ilân etmek. announcer  spiker. announcement  tebliğ, ilân, bildiri.
2435	autumn	sonbahar, güz, hazan	2059	sonbahar, güz, hazan.  autum'nal  sonbahara ait. autumnal equinox  (astr.) sonbahar ekinoksu.
2436	bold	cesur, gözüpek	3446	cesur, gözüpek; atılgan, cüretli; arsız, küstah; çarpıcı, göz alan; dik, sarp. boldface  (matb.) siyah harfler. make bold to cesaret etmek, cüret etmek. boldly  cesaretle. boldness  cesaret, yüreklilik.
2437	controversy	tartışma; görüş ayrılığı	6905	tartışma, münakaşa, munazara, ihtilâf, çekişme, mücadele.
2438	convince	ikna etmek, inandırmak	6945	ikna etmek, inandırmak. convinced  emin, kani convincing  inandırıcı.
2439	cooper	fıçıcı	6972	fıçıcı. cooperage  fıçıcılık; fıçı imalâthanesi.
2440	encounter	karşı karşıya gel mek	10117	karşı karşıya gel mek; çarpışmak; karşılamak; rast gelmek;  karşılaşma, rast gelme, tesadüf; dövüş.
2441	equality	eşitlik müsavat	10423	eşitlik müsavat; akranlık, aynılık.
2442	exam	sınav, imtihan	10733	(k.dili); sınav, imtihan.
2443	federation	federasyon	11297	federasyon.
2444	fiscal	mali	11579	mali. fiscal year mali sene.
2445	guardian	koruyucu, muhafız, gardiyan	13515	koruyucu, muhafız, gardiyan; vasi, veli. guardian angel koruyucu melek .
2446	homeless	evsiz barksız	14605	evsiz barksız.
2447	lover	âşık, seven kimse, yar, dost	18248	âşık, seven kimse, yar, dost. lover of art sanat aşığı.
2448	mainstream	orta	18560	orta; ana görüş.
2449	menu	yemek listesi, menü	19215	yemek listesi, menü.
2450	pursue	kovalamak, peşine düşmek, takip etmek	24865	kovalamak, peşine düşmek, takip etmek; bir düziye gitmek; aramak, elde etmeye çalışmak; meşguliyetine devam etmek.
2451	scope	gözlem aygıtı	27478	(sonek) gözlem aygıtı.
2452	venture	risk, riziko	34882	risk, riziko: şans işi, tehlikeli iş, cüret:  bahta bırakmak; cesaret edip girişmek: cüret etmek: tehlikeli işe atılmak, riske girmek. at a venture rasgele. May I venture a suggestion? Bir teklifte bulunabilir miyim ?
2453	considerable	önemli, hatırı sayılır	6743	önemli, hatırı sayılır ; büyük, hayli, fazla,  ABD, (k.dili) fazla miktar. considerably  epeyce, oldukça.
2454	enormous	çok iri, pek büyük, müthiş, aşırı	10231	çok iri, pek büyük, müthiş, aşırı. enormously  aşırı derecede.
2455	garage	garaj	12629	garaj,
2456	inquiry	sorgu, soruşturma, araştırma	15955	sorgu, soruşturma, araştırma.
2457	inspector	müfettiş, tetkik memuru, enspektör	16018	müfettiş, tetkik memuru, enspektör; kontrol memuru. inspetorate, inspectorship  müfettişlik memuriyeti veya dairesi.
2458	lonely	yalnız, kimsesiz	18148	yalnız, kimsesiz; terkedilmiş, ıssız, tenha; yalnızlıktan ruhu sıkılmış; kasvetli, sıkıntı verici. loneliness  yalnızlık, kimsesizlik.
2459	mercy	merhamet, inayet, lütuf	19233	merhamet, inayet, lütuf; rahmet, mağfiret, af; bereket; insaf. Mercy!, For mercy' sake ! Aman ! Allah aşkına ! at the mercy of insafına (kalmış), elinde.
2460	nevertheless	yine de, bununla beraber, mamafih	20618	yine de, bununla beraber, mamafih.
2461	racism	ırkçılık	25243	ırkçılık. racist  ırkçı.
2462	rude	kaba	26754	kaba; sert, şiddetli; terbiyesiz, edepsiz; kaba saba, yontulmamış, inceliksiz; acemi, ustalıksız; gürbüz, kuvvetli; vahşi. rude'ly  kabaca; sertçe. rude'ness  kabalık.
2463	shelter	sığınak, barınak, korunak, melce	28264	sığınak, barınak, korunak, melce; sığınma, emniyette bulunma; muhafazalı yer, siper; muhafaza, koruma, korunma; koruyan kimse;  korumak; sığınmak. shelterless  açık, korunmasız, barınılmaz, muhafazasız.
2464	tribute	övme, sitayiş, takdir	33005	övme, sitayiş, takdir; hediye: haraç, vergi, baç; haraç verme mecburiyeti.
2465	accuracy	doğruluk, dikkat, titizlik, ihtimam, incelik	208	doğruluk, dikkat, titizlik,  ihtimam, incelik.
2466	artificial	yapma, suni, taklit	1631	yapma, suni, taklit;  yalan, yalancy, sahte, zoraki. artificially  sahte olarak, suni olarak, yapmacıkla.artificial  horizon (hav) suni ufuk. artificial  insemination suni ilkahç
2467	copyright	telif hakkı	7013	telif hakkı;  telif hakkını muhafaza etmek;  telif hakkı mahfuz olan.
2468	destination	gidilecek yer	8508	gidilecek yer; gönderilen yer; hedef.
2469	export	ihraç etme, ihracat	10902	ihraç etme, ihracat; ihraç malı. export duty ihracat resmi. export license ihracat lisansı.
2470	municipal	şehre ait	20228	şehre ait; belediyeye ait, beledi. municipal council belediye kurulu. municipal law belediye nizamı. municipal police polis teşkilâtı. munici pality  belediye.
2471	pat	tamamen uygun	22335	tamamen uygun; basmakalıp; yeterli;  değişmez bir şekilde; kusursuz olarak. patly  uygun olarak; basmakalıp bir şekilde. patness  vaktinde oluş, uygunluk.
2472	relate	anlatmak, söylemek, nakletmek, hikâye etmek	25908	anlatmak, söylemek, nakletmek, hikâye etmek; bağlantı kurmak, münasebet tesis etmek; münasebeti olmak; ilgili olmak, bağlı olmak.
2473	robot	insan gibi çalışan makina, robot	26530	insan gibi çalışan makina, robot; her türlü emirleri makina gibi yerine getiren vicdansız ve duygusuz kimse. robot bomb kendi kuvvetiyle uçan bomba.
2474	spy	casus, hafiye, ajan	29883	casus, hafiye, ajan; casusluk etme, gözetleme;  casusluk etmek, gözetlemek; uzakta veya gizli olan bir şeyi görmek, keşfetmek. spy out el altından anlamaya çalışmak.
2475	toxic	zehir nev'inden, zehirden meydana gelmiş, zehirli	32752	zehir nev'inden, zehirden meydana gelmiş, zehirli. toxicant   zehirli, zehirleyici, zehir meydana getiren;  zehirli madde. toxica'tion  zehirleme, zehirlenme.
2476	upgrade	yokuş	34482	yokuş;  kalitesini yükseltmek; rüt- besini yükseltmek;  yokuş yukarı. on the upgrade iyileşmekte; artmakta .
2477	afghanistan	Afganistan	495	Afganistan.
2478	asset	kıymetli şey, kıymetli vasıf	1731	(mal.), kıymetli şey, kıymetli vasıf.
2479	baker	ekmekçi, fırıncı	2314	ekmekçi, fırıncı; portatif fırın. baker' dozen on üç.
2480	burden	yük, ağırlık	4135	yük, ağırlık; sorumluluk,  mesuliyet; yük taşıma kapasitesi;  yüklemek;  yüklenmek, sıkıntı vermek; üstüne çullanmak. burden of proof ispat kulfeti, ispat etme  mecburiyeti. burdensome  külfetli, sıkıntı verici.
2481	charter	patent, imtiyaz, berat	5342	patent, imtiyaz, berat; gemi kira kontratı. charter member bir derneğin ilk üyelerinden biri, kurucu. charter plane özel olarak kiralanmış ucuz tarifeli uçak.
2482	chef	şef, ahçıbaşı, ahçı	5418	şef, ahçıbaşı, ahçı.
2483	coalition	koalisyon, birleşme	6014	koalisyon, birleşme.
2484	complain	şikâyet etmek, yakınmak, derdini anlatmak, içini dökmek	6446	şikâyet etmek, yakınmak, derdini anlatmak, içini dökmek; suçlamak. complainant  şikâyetçi, davacı.
2485	controversial	ihtilâflı, çekişmeli	6904	ihtilâflı, çekişmeli; münakaşa edilebilir.
2486	discipline	disiplin, inzibat, terbiye, idare	8880	disiplin, inzibat, terbiye, idare; talim; itaat, boyun eğme; cezalandırma, tekdir; ilim, bilim dalı;  terbiye etmek, yetiştirmek, idare etmek; disipline sokmak, yola getirmek; cezalandırmak.
2487	essay	teşebbüs, tecrübe, deneme	10558	teşebbüs, tecrübe, deneme; makale, deneme; örnek, numune, müsvedde essayist  deneme yazarı.
2488	invasion	istilâ, saldırı, akın	16331	istilâ, saldırı, akın; tehlikeli veya zararlı bir şeyin saldırması veya sirayeti. invasive  istilaya ait; saldırıya ait.
2489	leo	Aslan burcu, Aslan takım yıldızı	17677	(astr.) Aslan burcu, Aslan takım yıldızı; birçok papanın adı.
2490	outdoor	dışarıda yapılan	21636	dışarıda yapılan.
2491	palm	avuç içinde saklamak	22013	avuç içinde saklamak; avuç ile dokunmak veya okşamak. palm off hile ile kabul ettirmek, (slang) sokuşturmak, kazıklamak.
2492	photograph	fotoğraf	22997	fotoğraf;  fotoğraf çekmek. color photograph renkli fotoğraf. instantaneous photograph. enstantane. photograph'ic  fotoğrafla ilgili. photograph'ically  fotoğrafla; fotoğrafta olduğu gibi.
2493	reception	alma, alınma	25608	alma, alınma; kabul, kabul etme; misafir kabulü, kabul merasimi, resepsiyon; radyoda ses alma. reception room bekleme odası.
2494	recipe	yemek tarifi	25619	yemek tarifi; reçete, tertip; çare, çözüm, plan.
2495	rubber	bir tarafın üç oyundan ikisini kazandığı parti	26722	(iskambil) bir tarafın üç oyundan ikisini kazandığı parti; berabere kalınca kazananı tayin için oynanılan oyun.
2496	serial	seri halinde olan	28020	seri halinde olan; tefrika halinde yayımlanan, devamı olan;  tefrika. serial number seri numarası. serially  tefrika halinde. serialize  tefrika halinde yayımlamak.
2497	strict	sıkı	30476	sıkı; dikkatli, çok titiz; harfi harfine tanımlanmış tam; şiddetli, sert; sofu, mutaassıp. strict'ly  tam manasıyla. strict'ness  sıkılık, sertlik, sıkı disiplin.
2498	suggestion	ima, ihtar, fikir verme, teklif	30828	ima, ihtar, fikir verme, teklif; ima ve ihtar olunan şey; telkin. suggestion box şikayet kutusu.
2499	syndrome	sendrom	31342	(tıb.) hastalık belirtilerinin bütünü.
2500	ultra	aşırı, hadden ziyade, müfrit	33576	aşırı, hadden ziyade, müfrit; üstün;  iş ve düşünüşünde aşırılığa kaçan kimse, müfrit kimse.
2501	amateur	amatör, meraklı, hevesli kimse	813	amatör, meraklı, hevesli  kimse; (spor) amatör sporcu. amateur'ish   acemi veya amatör işi gibi.
2502	argentina	Arjantin	1528	Arjantin. Argentine   Arjantinli.
2503	batman	ing	2589	ing. emir eri.
2504	bin	ambar, kömürlük,kutu,sandık	3085	ambar, kömürlük,kutu,sandık;  ambarlamak,kutuya veya sandığa koymak.
2505	biology	biyoloji, hayat ilmi	3113	biyoloji, hayat ilmi.
2506	canal	kanal	4515	kanal; su yolu; (anat.) içinden damar, sinir veya su geçen kanal. Canal Zone Panama Kanalı mıntıkası.
2507	custody	muhafaza, nezaret	7756	muhafaza, nezaret; hapsetme. be in custody mahpus olmak; bir kimsenin vesayeti altında bulunmak. give into custody teslim etmek, emanet etmek. take into custody tutmak, hapsetmek, tevkifetmek.
2508	delete	silmek	8250	silmek, bozmak, çizmek, çıkarmak. deletion  silme, bozma; yazıdan çıkarılan parça.
2509	explosion	patlama	10899	infilak, patlama; galeyan, parlama, hiddetlenme. population explosion hızlı nüfus artışı. explosion oflaughter kahkaha tufanı.
2510	fluid	akışkan; sıvı	11799	akışan, seyyal: akıcı, sıvı mayi, sulu:  sıvı veya gazlı madde. fluid'ity  akıcılık, seyyal oluş.
2511	generate	üretmek; oluşturmak	12770	husule getirmek, vücut vermek, hâsıl etmek; çocuğu olmak, doğurmak, yavrulamak; (geom.) çizmek.
2512	handsome	yakışıklı	13825	yakışıklı; çok, bol, mebzul, iyi; cömert. handsomely  cömertçe; bol bol .
2513	legitimate	meşru kılmak, kanuna uygun kılmak	17646	meşru kılmak, kanuna uygun kılmak; nesebini tasdik etmek, tasdik etmek. legitima'tion  meşru kılma.
2514	pension	emekli maaşı	22594	emekli aylığı;  emekli maaşı vermek, aylık bağlamak. pension off emekli aylığı bağlayıp işten çıkarmak.
2515	permit	izin vermek; izin belgesi	22742	(-ted, -ting) izin vermek, müsaade etmek, ruhsat vermek; fırsat vermek, imkân vermek, bırakmak; kabul etmek; razı olmak.
2516	perry	armut şarabı	22762	armut şarabı.
2517	pleasant	hoş, güzel latif, gökçe, tatlı, memnuniyet verici	23437	hoş, güzel latif, gökçe, tatlı, memnuniyet verici. pleasantly  hoşa gider bir şekilde. pleasantness  memnuniyet verici oluş, hoşa gitme.
2518	portrait	resim, tasvir, portre	23810	resim, tasvir, portre; kelimelerle çizilen portre. portrait gallery resim sergisi. portrait painter portre ressamı. portrait bust, portrait statue portre heykel. pen portrait yazı ile yapılan tasvir.
2519	productive	üretken	24366	verimli, bereketli, mümbit; yaratıcı. productive of meydana getirici. productively  verimli surette.
2520	slight	önemsiz	28904	önemsiz; cüzi; ince, zayıf; aklı veya ahlâkı zayıf olan. slight'ly  az slight'ness  önemsizlik.
2521	socialist	sosyalist, toplumcu	29182	sosyalist, toplumcu;  sosyalizme ait. socialistic  sosyalizme ait, toplumcu. socialistically  sosyalizme meyilli olarak.
2522	tension	gerilim	31879	germe, gerilme, gerilim; gerginlik; zihin yorgunluğu; (mak.) germe veya gerilme kuvveti; germe cihazı; (elek.) gerilim, elektromotor kuvvet, voltaj.
2523	thailand	Tayland	32025	Tayland.
2524	useless	yararsız	34598	faydasız, yararsız, boş, nafile, abes. uselessly  faydasızca. uselessness  faydasızlık.
2525	advocate	savunmak; savunucu	430	savunan kimse, müdafi  kimse, taraftar. devil' advocate tartışma  olsun diye zayıf tarafı savunan kimse.
2526	arc	kavis	1475	kavis; kemer, (ark.), yay; yay eklinde  olan herhangi bir şey. arc lamp, arc light  (ark.) lâmbası.
2527	bitter	acı keskin	3174	acı keskin; sert, şiddetli; kötü. to the bitter end iş bitinceye kadar; ölünceye kadar. a bitter pill yenilir yutulur cinsten olmayan durum. bitterish  acımsı. bitterly  acı olarak. bitterness  acılık.
2528	blown	şişmiş	3341	şişmiş; soluğu kesilmiş, nefes nefese olan; içine sürfe bırakılmış; üflemek suretiyle meydana getirilmiş.
2529	clever	zeki; becerikli	5905	akıllı; zeki; becerikli; kabiliyetli. cleverhl  akılca, zekice. cleverness  akıllık; beceriklilik.
2530	clinic	klinik	5924	klinik; klinik dersi. marriage clinic evlilik sorunlarına çözüm yolu bulan klinik.
2531	continuous	sürekli	6858	devamlı, sürekli, fasılasız. continuously  mütemadiyen.
2532	detective	dedektif, polis hafiyesi, sivil polis	8525	dedektif, polis hafiyesi, sivil polis;  dedektiflikle ilgili. private detective özel dedektif. detective story polis romanı.
2533	disability	engellilik; yetersizlik	8833	malûliyet; yetersizlik, kifayetsizlik, kuvvetsizlik, zaaf; yetkisizlik, salahiyetsizlik.
2534	hawaii	Hawaii	13994	Hawaii .
2535	highlight	vurgulamak; öne çıkan bölüm	14417	bir resimde ışıklı ve detaylı kısım: ilgi çekici olay, (bir olay, toplantı, opera, kitapta) hatırlanacak kısım;  (k.dili.) (bir olayın) özel bir kısmına dikkati çekmek.
2536	identical	özdeş; aynı	15135	aynı, bir, tıpkı, özdeş. identically  aynen, aynı ,sekilde.
2537	operational	işletimsel; çalışır durumda	21391	ameli; kullanılmaya hazır.
2538	scientist	bilim insanı	27424	fen adamı, fen uzmanı; (b. h.) "Christian Science" kilisesinin inancını benimseyen kimse.
2539	skip	sıçramak, sekmek	28783	(-ped, -ping)  sıçramak, sekmek; (gen.) "over" ile atlamak, sıçrayarak geçmek; suyun yüzünde sekmek (taş);  atlayıp sıçrama; atlama; görmeden veya okumadan geçme. skip rope atlama ipi. skippingly  seke seke, sıçrayarak.
2540	slavery	kölelik, esirlik, esaret, bendelik, halayıklık	28862	kölelik, esirlik, esaret, bendelik, halayıklık; çok ağır iş; kölelik sistemi.
2541	stole	uzun cuppe	30319	uzun cuppe; (kil.) piskoposların ipek atkısı; etol; şal.
2542	transformation	şekil değişmesi, dönüşüm, dönüştürüm	32854	şekil değişmesi, dönüşüm, dönüştürüm; kadın perukası; (gram.) dönüşme.
2543	veteran	deneyimli kişi; gazi	34996	kıdemli, tecrübeli; kıdemli asker; emekli asker.
2544	vulnerable	savunmasız; hassas	35321	yaralanması mümkün; zedelenir, incinebilir. vulnerabil'ity  yaralanma olanağı. vulnerably  yaralanacak halde.
2545	wealthy	varlıklı	35603	zengin, servet sahibi, varlıklı; bol. wealthiness  zenginlik. wealthily  varlıklı olarak.
2546	beta	Yunan alfabesinin ikinci harfi beta particle beta ışınındaki elektron	2944	Yunan alfabesinin ikinci harfi (bilimsel sınıflandırmalarda ikinci olan bir şeyi ifade için kullanılır) beta particle (fiz.) beta ışınındaki elektron. beta rays (fiz.) radyoaktif maddelerden çıkarılan elektron ışınları.
2547	bronze	bronz; tunç	3941	bronz, tunç; bronz rengi; bronzdan yapılmlş sanat eseri.
2548	cave	mağara	5025	mağara. cave (man.) mağara adamı; (k.dili.) kaba ve hoyrat adam.
2549	communicate	iletişim kurmak	6390	ifade etmek, anlatmak; nakletmek; meramını anlatmak; muhabere etmek, haberleşmek; bulaştırmak; aralannda bağlantı olmak; bildirmek.
2550	developer	geliştiren şey veya kimse, tekâmül ettiren şey veya kimse	8563	geliştiren şey veya kimse, tekâmül ettiren şey veya kimse; (foto.) develope eden ilaç, revelatör.
2551	dose	doz	9289	bir defada alınan ilâç miktarı, doz;  belirli miktarda ilâç vermek; tatsız bir şey vermek; ilâç almak.
2552	eighth	sekizinci, sekizde bir	9833	sekizinci, sekizde bir. eighth note sekizlik nota, çengelli nota.
2553	flip	başparmakla havaya fırlatmak	11732	(ped, ping)   başparmakla havaya fırlatmak (para atarak oynanan kumarda olduğu gibi); fiske vurmak; darılmak, kırılmak;  fiske, hafif vuruş; alkollü bir çeşit içki;  (k.dili) arsız, küstah. flipflop  bir çeşit takla.
2554	forty	forty winks kısa süren uyku, şekerleme, kestirme	12107	kırk (40, XL) forty acres 16 hektar. forty winks kısa süren uyku, şekerleme, kestirme. the roaring forties (coğr.) 40° ile 49 arasındaki kuzey ve güney enlem dereceleri içinde kalan fırtınalı denizler.
2555	generous	cömert	12777	cömert, alicenap, eli açık; asil; mebzul, bol, bereketli; verimli, mümbit; sert, çarpan (içki) generously  cömertçe. generousness  cömertlik.
2556	implement	uygulamak; araç	15336	tamamlamak, ikmal etmek; yerine getir mek (taahhüt, plan); infaz etmek, yürütmek;  alet, araç.
2557	laser	leyzer, ışık dalgalannı kuvvetlendiren veya üretebilen bir çeşit meyzer	17452	(fiz.) leyzer, ışık dalgalannı kuvvetlendiren veya üretebilen bir çeşit meyzer.
2558	loyal	sadık	18275	sadık, vefalı. loyalist  her zaman krala sadık kalan kimse. loyally  sadakatle.
2559	occupation	meslek; uğraş	21140	iş, meşguliyet, meslek, sanat; işgal, zorla alma. army of occupation işgal ordusu.
2560	opponent	rakip; karşıt	21406	karşıki, karşı; karşıt, (zıt.);  hasım, düşman.
2561	prisoner	tutuklu kimse	24287	tutuklu kimse; esir. prisoner of war savaş esiri. prisoner' base köşe kapmaca oyunu. political pris- oner siyasi tutuklu.
2562	privilege	ayrıcalık	24298	ayrıcalık, imtiyaz; özel izin, müsaade, ruhsat; görev dolayısıyle muafiyet; hak;  imtiyaz vermek; muaf tutmak. privileged  imtiyazlı; müşerref.
